NC_039597.1	1	128010	path1	130977	5327	minus	97.731	128084	159942	156962	125178	399	2507
NC_039597.1	133576	159942	path1	17910	43898	plus	98.185	26390	159942	156962	25911	55	424
NC_039597.1	133577	159937	path1	156962	130980	minus	98.188	26384	159942	156962	25906	54	424
NC_039597.1	88793	115153	path1	130980	156962	plus	98.188	26384	159942	156962	25906	54	424
NC_039597.1	128088	133575	path1	5339	2	minus	96.885	5489	159942	156962	5318	19	152
NC_039597.1	42094	42219	path1	87458	87333	minus	80.952	126	159942	156962	102	24	0
NC_039597.1	44318	44443	path1	89666	89541	minus	80.952	126	159942	156962	102	24	0
NC_039597.1	47193	47234	path1	7760	7719	minus	97.619	42	159942	156962	41	1	0
NC_039597.1	125529	125570	path1	84624	84583	minus	97.619	42	159942	156962	41	1	0
NC_039597.1	103308	103347	path1	7757	7718	minus	97.500	40	159942	156962	39	1	0
NC_039597.1	145383	145422	path1	7718	7757	plus	97.500	40	159942	156962	39	1	0
NC_039597.1	125532	125571	path1	29567	29528	minus	97.500	40	159942	156962	39	1	0
NC_039597.1	125532	125571	path1	145306	145345	plus	97.500	40	159942	156962	39	1	0
NC_039597.1	46226	46276	path1	29566	29518	minus	90.196	51	159942	156962	46	3	2
NC_039597.1	103308	103349	path1	84621	84580	minus	95.238	42	159942	156962	40	2	0
NC_039597.1	145381	145422	path1	84580	84621	plus	95.238	42	159942	156962	40	2	0
NC_039597.1	103309	103357	path1	85574	85524	minus	90.196	51	159942	156962	46	3	2
NC_039597.1	145373	145421	path1	85524	85574	plus	90.196	51	159942	156962	46	3	2
NC_039597.1	48870	48954	path1	122331	122415	plus	79.070	86	159942	156962	68	16	2
NC_039597.1	46226	46276	path1	145307	145355	plus	90.196	51	159942	156962	46	3	2
NC_039597.1	47196	47234	path1	29567	29529	minus	97.436	39	159942	156962	38	1	0
NC_039597.1	47196	47234	path1	145306	145344	plus	97.436	39	159942	156962	38	1	0
NC_039597.1	8775	8863	path1	82898	82984	plus	77.528	89	159942	156962	69	18	2
NC_039597.1	40973	41059	path1	88580	88494	minus	74.713	87	159942	156962	65	22	0
NC_039597.1	43494	43662	path1	90499	90332	minus	68.824	170	159942	156962	117	50	3
NC_039597.1	35809	35838	path1	77253	77282	plus	100.000	30	159942	156962	30	0	0
NC_039597.1	43188	43274	path1	90782	90697	minus	74.713	87	159942	156962	65	21	1
NC_039597.1	54657	54686	path1	95833	95862	plus	100.000	30	159942	156962	30	0	0
NC_039597.1	86194	86236	path1	29570	29528	minus	86.047	43	159942	156962	37	6	0
NC_039597.1	34286	34344	path1	75997	75938	minus	80.000	60	159942	156962	48	11	1
NC_039597.1	34277	34355	path1	81763	81842	plus	75.000	80	159942	156962	60	19	1
NC_039597.1	55971	56030	path1	97343	97285	minus	80.000	60	159942	156962	48	11	1
NC_039597.1	11015	11042	path1	120202	120229	plus	100.000	28	159942	156962	28	0	0
NC_039597.1	86194	86236	path1	145303	145345	plus	86.047	43	159942	156962	37	6	0
NC_039597.1	78748	78784	path1	53643	53678	plus	91.892	37	159942	156962	34	2	1
NC_039597.1	56039	56076	path1	75893	75930	plus	92.308	39	159942	156962	36	1	2
NC_039597.1	46226	46266	path1	7756	7718	minus	87.805	41	159942	156962	36	3	2
NC_039597.1	125533	125571	path1	85574	85534	minus	87.805	41	159942	156962	36	3	2
NC_039597.1	46226	46268	path1	84620	84580	minus	86.047	43	159942	156962	37	4	2
NC_039597.1	47197	47234	path1	85574	85535	minus	87.500	40	159942	156962	35	3	2
NC_039597.1	67700	67742	path1	64382	64424	plus	83.721	43	159942	156962	36	7	0
NC_039597.1	50030	50101	path1	97274	97343	plus	76.389	72	159942	156962	55	15	2
NC_039597.1	41679	41773	path1	87866	87772	minus	70.526	95	159942	156962	67	28	0
NC_039597.1	43909	44003	path1	90079	89985	minus	70.526	95	159942	156962	67	28	0
NC_039597.1	54983	55058	path1	92029	91950	minus	72.500	80	159942	156962	58	18	4
NC_039597.1	82293	82336	path1	50176	50219	plus	81.818	44	159942	156962	36	8	0
NC_039597.1	40274	40335	path1	91408	91469	plus	77.778	63	159942	156962	49	12	2
NC_039597.1	46504	46534	path1	85273	85303	plus	90.323	31	159942	156962	28	3	0
NC_039597.1	38442	38472	path1	122419	122389	minus	90.323	31	159942	156962	28	3	0
NC_039597.1	86198	86232	path1	50753	50787	plus	85.714	35	159942	156962	30	5	0
NC_039597.1	45410	45431	path1	34619	34640	plus	100.000	22	159942	156962	22	0	0
NC_039597.1	150539	150560	path1	86380	86359	minus	100.000	22	159942	156962	22	0	0
NC_039597.1	98170	98191	path1	86359	86380	plus	100.000	22	159942	156962	22	0	0
NC_039597.1	10436	10462	path1	91780	91754	minus	92.593	27	159942	156962	25	2	0
NC_039597.1	31328	31365	path1	100213	100250	plus	85.000	40	159942	156962	34	2	4
NC_039597.1	86197	86233	path1	107627	107591	minus	83.784	37	159942	156962	31	6	0
NC_039597.1	130033	130061	path1	120271	120244	minus	93.103	29	159942	156962	27	1	1
NC_039597.1	39951	39977	path1	120797	120771	minus	92.593	27	159942	156962	25	2	0
NC_039597.1	148492	148538	path1	120896	120850	minus	78.723	47	159942	156962	37	10	0
NC_039597.1	100192	100238	path1	120850	120896	plus	78.723	47	159942	156962	37	10	0
NC_039597.1	441	495	path1	130502	130556	plus	78.571	56	159942	156962	44	10	2
NC_039597.1	45410	45431	path1	140254	140233	minus	100.000	22	159942	156962	22	0	0
NC_039597.1	52375	52398	path1	29179	29156	minus	95.833	24	159942	156962	23	1	0
NC_039597.1	23844	23877	path1	46391	46358	minus	85.294	34	159942	156962	29	5	0
NC_039597.1	81709	81742	path1	46359	46392	plus	85.294	34	159942	156962	29	5	0
NC_039597.1	52375	52398	path1	145694	145717	plus	95.833	24	159942	156962	23	1	0
NC_039597.1	134038	134069	path1	18397	18366	minus	88.235	34	159942	156962	30	0	4
NC_039597.1	114661	114692	path1	18366	18397	plus	88.235	34	159942	156962	30	0	4
NC_039597.1	38511	38536	path1	82959	82984	plus	92.308	26	159942	156962	24	2	0
NC_039597.1	48870	48895	path1	93169	93194	plus	92.308	26	159942	156962	24	2	0
NC_039597.1	114661	114692	path1	156507	156476	minus	88.235	34	159942	156962	30	0	4
NC_039597.1	134038	134069	path1	156476	156507	plus	88.235	34	159942	156962	30	0	4
NC_039597.1	63118	63140	path1	68914	68936	plus	95.652	23	159942	156962	22	1	0
NC_039597.1	131354	131380	path1	17738	17763	plus	92.593	27	159942	156962	25	1	1
NC_039597.1	73668	73697	path1	79285	79314	plus	86.667	30	159942	156962	26	4	0
NC_039597.1	71135	71154	path1	91584	91565	minus	100.000	20	159942	156962	20	0	0
NC_039597.1	7034	7056	path1	4963	4986	plus	95.833	24	159942	156962	23	0	1
NC_039597.1	58706	58732	path1	12910	12884	minus	88.889	27	159942	156962	24	3	0
NC_039597.1	63101	63122	path1	47401	47422	plus	95.455	22	159942	156962	21	1	0
NC_039597.1	15666	15687	path1	68958	68937	minus	95.455	22	159942	156962	21	1	0
NC_039597.1	120292	120318	path1	73295	73269	minus	88.889	27	159942	156962	24	3	0
NC_039597.1	17902	17923	path1	83527	83506	minus	95.455	22	159942	156962	21	1	0
NC_039597.1	30120	30146	path1	96343	96369	plus	88.889	27	159942	156962	24	3	0
NC_039597.1	48317	48338	path1	113486	113465	minus	95.455	22	159942	156962	21	1	0
NC_039597.1	119689	119707	path1	8393	8411	plus	100.000	19	159942	156962	19	0	0
NC_039597.1	7729	7752	path1	9297	9320	plus	91.667	24	159942	156962	22	2	0
NC_039597.1	15751	15779	path1	41330	41302	minus	86.207	29	159942	156962	25	4	0
NC_039597.1	27546	27592	path1	46865	46914	plus	78.000	50	159942	156962	39	8	3
NC_039597.1	18864	18889	path1	61913	61937	plus	92.308	26	159942	156962	24	1	1
NC_039597.1	70239	70263	path1	112512	112537	plus	92.308	26	159942	156962	24	1	1
NC_039597.1	246	284	path1	115656	115694	plus	79.487	39	159942	156962	31	8	0
NC_039597.1	48763	48793	path1	118386	118354	minus	84.848	33	159942	156962	28	3	2
